id,name,text,trans
0000000000000,莉波,麻央、花びらついてるよ。,麻央同学，花瓣沾到头发上了哦。
0000000000000,麻央,……ん？\nああ、ありがとう、莉波。,……嗯？\n啊，谢谢你，莉波。
0000000000000,莉波,……そっか。\n私たち、3年生だから――,……这样啊。\n因为我们已经是三年级了——
0000000000000,莉波,この桜を見るのも、\nあと1回だね……,能看见这棵樱花树盛开的景象，\n也只剩下最后一次了呢……
0000000000000,麻央,……ん、そうだね。,……嗯，是啊。
0000000000000,莉波,春は、出会いと別れの季節って\n言うけれど――,虽说春天是相遇与离别的季节——
0000000000000,莉波,この教室に通うのも、あと1年かぁ。,能在这间教室上课的日子，也只剩最后一年了啊。
0000000000000,莉波,……なんだか、寂しいよね。\nあっというまだったなぁ。,……总觉得有点寂寞呢。\n感觉转眼间就过去了。
0000000000000,麻央,――莉波。\n感傷的になるのはわかるけど、さ。,——莉波。\n我理解你感伤的心情，但是啊。
0000000000000,麻央,ボクたちがこの学園の門を叩いたのは、\n楽しい学園生活を送るためじゃない。,我们踏入这所学园的大门，\n可不是为了享受快乐的校园生活。
0000000000000,麻央,アイドルになるためだよね。,是为了成为偶像啊。
0000000000000,莉波,……――。,……——。
0000000000000,麻央,ボクは早く卒業して、\nトップアイドルとして活躍したい。,我想早日毕业，\n以顶级偶像的身份活跃在舞台上。
0000000000000,麻央,大きなステージの上で、\nスポットライトを浴びたい。,想站在巨大的舞台上，\n沐浴聚光灯的光芒。
0000000000000,麻央,ボクたちに残された時間は、\nあとたったの1年しかないんだ。,留给我们的时间，\n只剩下短短一年了。
0000000000000,莉波,……そうだね。うん。\n寂しいなんて、思ってる場合じゃない。,……你说得对。嗯。\n现在可不是感伤的时候。
0000000000000,莉波,もう一度、この桜が咲く前に――\n結果を出さないと、だね。,在这棵樱花再次绽放之前——\n我们必须拿出成果才行呢。
0000000000000,麻央,ボクたちにとって、ここが正念場だ。\nお互い、頑張ろう。,对我们来说，现在正是关键时刻。\n一起加油吧。
0000000000000,莉波,……うん！頑張ろう！,……嗯！一起加油！
info,adv_csprt-2-0013_01.txt,,
译者,,,
